"route_id","length_km","travel_min","abs_err_min","pct_err","pop_covered","route_wkt","start_lat","start_lon","end_lat","end_lon","wp1_lat","wp1_lon","wp2_lat","wp2_lon","wp3_lat","wp3_lon","wp4_lat","wp4_lon","wp5_lat","wp5_lon","wp6_lat","wp6_lon","wp7_lat","wp7_lon","wp8_lat","wp8_lon","wp9_lat","wp9_lon"
10,3.019,6.04,5.563,92.14,34,"LINESTRING (44.53177 40.1923, 44.53214 40.19244, 44.5329 40.19264, 44.53317 40.19272, 44.53334 40.19279, 44.53353 40.19287, 44.53379 40.19301, 44.53397 40.19312, 44.5342 40.1933, 44.53424 40.19334, 44.5349 40.19389, 44.5357 40.19456, 44.53584 40.19468, 44.53596 40.19477, 44.53615 40.1949, 44.53631 40.19499, 44.53658 40.1951, 44.5368 40.19518, 44.53699 40.19523, 44.53725 40.19527, 44.5375 40.19529, 44.53768 40.19529, 44.53782 40.19528, 44.53804 40.19526, 44.53841 40.19518, 44.54086 40.1947, 44.54143 40.19461, 44.5418 40.19456, 44.54215 40.19453, 44.54251 40.19453, 44.54268 40.19453, 44.5429 40.19452, 44.54324 40.19454, 44.54345 40.19455, 44.54362 40.19457, 44.54396 40.19461, 44.54432 40.19467, 44.54481 40.19481, 44.54506 40.19488, 44.54557 40.19503, 44.54618 40.19522, 44.54644 40.19534, 44.54666 40.19544, 44.54701 40.19564, 44.5472 40.19575, 44.54731 40.19582, 44.54758 40.19599, 44.54789 40.19621, 44.5483 40.19649, 44.54837 40.19654, 44.54959 40.19742, 44.55056 40.19821, 44.55153 40.19904, 44.55231 40.19971, 44.55298 40.20027, 44.55406 40.20122, 44.55499 40.20217, 44.55504 40.20222, 44.55546 40.20266, 44.55603 40.20326, 44.55609 40.20332, 44.55622 40.20346, 44.55636 40.20361, 44.55699 40.20425, 44.55759 40.20487, 44.55817 40.20545, 44.55873 40.20604, 44.55898 40.20632)",40.192302,44.531774,40.206317,44.558982,40.193728,44.534713,40.195288,44.537481,40.194689,44.540932,40.194706,44.544437,40.19597,44.547539,40.197843,44.550109,40.199858,44.552491,40.201942,44.554766,40.204131,44.556872
11,3.085,6.17,5.623,91.15,93,"LINESTRING (44.53177 40.1923, 44.53214 40.19244, 44.53189 40.19242, 44.53157 40.19232, 44.53134 40.19221, 44.53103 40.19202, 44.53077 40.19185, 44.53059 40.19178, 44.53047 40.19175, 44.53037 40.19173, 44.53022 40.19172, 44.52928 40.19166, 44.52898 40.19164, 44.52876 40.19162, 44.52854 40.19159, 44.52853 40.19155, 44.52851 40.19151, 44.52849 40.19148, 44.52846 40.19145, 44.52843 40.19142, 44.52839 40.19139, 44.52835 40.19137, 44.52831 40.19136, 44.52826 40.19134, 44.52822 40.19133, 44.52817 40.19133, 44.52812 40.19133, 44.52807 40.19134, 44.52803 40.19134, 44.52798 40.19136, 44.52788 40.19129, 44.52778 40.19122, 44.52758 40.19104, 44.52654 40.19016, 44.52651 40.19013, 44.52645 40.19008, 44.52642 40.19005, 44.52588 40.18959, 44.52572 40.18945, 44.52505 40.18888, 44.52453 40.18844, 44.52422 40.18816, 44.5241 40.18826, 44.5239 40.1884, 44.52351 40.18867, 44.52314 40.18892, 44.52257 40.18929, 44.52252 40.18932, 44.52237 40.1894, 44.52229 40.18944, 44.52217 40.18951, 44.52175 40.1897, 44.52162 40.18977, 44.5211 40.19001, 44.52085 40.19012, 44.5207 40.19018, 44.52049 40.19026, 44.51989 40.19048, 44.51961 40.19056, 44.51936 40.19058, 44.51925 40.19056, 44.51917 40.19054, 44.51909 40.1905, 44.51895 40.19041, 44.51878 40.19028, 44.51871 40.19022, 44.51836 40.18993, 44.51774 40.18942, 44.51751 40.18924, 44.51738 40.18913, 44.51727 40.18903, 44.51711 40.1889, 44.51661 40.18848, 44.51651 40.1884, 44.51638 40.18829, 44.51633 40.18825, 44.51621 40.18814, 44.51577 40.18779, 44.51559 40.18764, 44.51556 40.18761, 44.51524 40.18737, 44.51508 40.18723, 44.51473 40.18691, 44.51395 40.18624, 44.5133 40.18569, 44.51326 40.18566, 44.51311 40.18553, 44.51297 40.18541, 44.51249 40.18501, 44.51249 40.185, 44.51225 40.1848, 44.51152 40.1842, 44.51121 40.18394, 44.51109 40.18383, 44.511 40.18376, 44.51052 40.18336, 44.51007 40.18299, 44.50985 40.1828, 44.5095 40.18251, 44.50944 40.18246, 44.50895 40.18206, 44.50886 40.18198, 44.50848 40.18167, 44.50787 40.18116, 44.50782 40.18112, 44.50768 40.181, 44.50763 40.18096, 44.50754 40.18089, 44.50677 40.18023, 44.50607 40.17962, 44.50595 40.17952)",40.192302,44.531774,40.179523,44.505952,40.191652,44.529203,40.190104,44.526482,40.18828,44.524062,40.189966,44.521196,40.189778,44.518174,40.187738,44.515713,40.185678,44.513283,40.183628,44.510838,40.181586,44.508379
12,3.067,6.13,5.607,91.41,52,"LINESTRING (44.44617 40.17428, 44.44631 40.17429, 44.44641 40.17429, 44.44694 40.17433, 44.44699 40.17433, 44.44806 40.17443, 44.44955 40.1746, 44.44966 40.17461, 44.45033 40.17468, 44.45125 40.17476, 44.45193 40.17477, 44.45235 40.17476, 44.4524 40.17476, 44.45252 40.17475, 44.4526 40.17474, 44.45264 40.17473, 44.45274 40.17469, 44.45287 40.17468, 44.45379 40.17462, 44.45452 40.17453, 44.45719 40.17401, 44.45726 40.174, 44.45737 40.17398, 44.45751 40.17395, 44.45762 40.17393, 44.45776 40.17434, 44.45779 40.17445, 44.45786 40.17466, 44.45799 40.17515, 44.45821 40.1758, 44.45838 40.17632, 44.45886 40.17765, 44.45888 40.1777, 44.4589 40.17778, 44.45895 40.17792, 44.45902 40.17813, 44.45937 40.17918, 44.45943 40.17937, 44.45982 40.18054, 44.45998 40.18102, 44.46021 40.18171, 44.46056 40.18276, 44.46058 40.18284, 44.46068 40.18314, 44.46071 40.18322, 44.46075 40.18334, 44.46086 40.18366, 44.46107 40.18429, 44.46137 40.1852, 44.46146 40.18547, 44.46152 40.18565, 44.46159 40.18586, 44.46162 40.18595, 44.46172 40.18624, 44.46176 40.18636, 44.46187 40.18762, 44.46189 40.18791, 44.46195 40.18855, 44.46198 40.1889, 44.46199 40.18899, 44.46202 40.18931, 44.46208 40.19005, 44.46209 40.19014, 44.4621 40.19018, 44.46213 40.1903, 44.46218 40.1904, 44.46224 40.19049, 44.46231 40.19056, 44.46246 40.19059, 44.46254 40.1906, 44.46283 40.19064, 44.46286 40.19064, 44.4629 40.19064, 44.46321 40.19067, 44.46376 40.19071, 44.46427 40.19074, 44.46443 40.19076)",40.17428,44.446173,40.190755,44.464432,40.174621,44.449747,40.174649,44.453319,40.174082,44.456838,40.176012,44.458278,40.178683,44.459202,40.18136,44.460093,40.184037,44.460984,40.186725,44.461791,40.189482,44.462034
13,3.02,6.04,5.564,92.13,60,"LINESTRING (44.46252 40.21007, 44.46252 40.21006, 44.46248 40.20987, 44.46245 40.2097, 44.46241 40.20954, 44.4624 40.2095, 44.46237 40.20939, 44.46233 40.20929, 44.46228 40.20924, 44.46225 40.20923, 44.46222 40.20921, 44.46219 40.20918, 44.46216 40.20914, 44.46216 40.2091, 44.46216 40.20905, 44.46219 40.20902, 44.4622 40.20899, 44.46223 40.20898, 44.46228 40.20888, 44.46229 40.20883, 44.46229 40.20874, 44.46218 40.20822, 44.46211 40.20789, 44.46201 40.20751, 44.46197 40.20731, 44.46192 40.20708, 44.4619 40.20699, 44.46182 40.20663, 44.46153 40.20536, 44.46152 40.20521, 44.4615 40.205, 44.4615 40.20494, 44.4615 40.20473, 44.4615 40.20446, 44.46156 40.20385, 44.46159 40.2036, 44.4616 40.20348, 44.46162 40.20329, 44.46165 40.20308, 44.46171 40.20261, 44.46175 40.2023, 44.46181 40.20182, 44.46184 40.20163, 44.46186 40.20145, 44.4619 40.2012, 44.46192 40.20104, 44.46196 40.20071, 44.46199 40.20052, 44.462 40.20041, 44.46201 40.20036, 44.46203 40.20024, 44.46205 40.20008, 44.4621 40.19964, 44.46215 40.19924, 44.46218 40.19892, 44.4622 40.19878, 44.4622 40.19872, 44.46234 40.19771, 44.46237 40.19754, 44.46239 40.19737, 44.46245 40.19694, 44.46247 40.19678, 44.46257 40.19608, 44.46266 40.19519, 44.46268 40.19493, 44.46269 40.1946, 44.46268 40.19439, 44.46264 40.19384, 44.46257 40.19319, 44.46255 40.19302, 44.46253 40.19273, 44.46252 40.19266, 44.46247 40.19221, 44.46242 40.19177, 44.46236 40.19116, 44.46233 40.19087, 44.46229 40.19064, 44.46223 40.1906, 44.46215 40.19053, 44.46211 40.19047, 44.46207 40.1904, 44.462 40.19025, 44.46198 40.19018, 44.46191 40.18947, 44.46186 40.1889, 44.46183 40.18856, 44.46181 40.18825, 44.46178 40.18792, 44.46176 40.18762, 44.46172 40.18729, 44.46171 40.18718, 44.46165 40.18645, 44.46164 40.18638, 44.46161 40.18625, 44.46152 40.18596, 44.46143 40.18568, 44.46139 40.18555, 44.46137 40.18549, 44.46116 40.18487, 44.46077 40.18368, 44.46066 40.18336, 44.46062 40.18324)",40.210073,44.46252,40.183237,44.460624,40.207462,44.462004,40.204774,44.461496,40.202063,44.461779,40.199356,44.462138,40.196649,44.462491,40.193936,44.462649,40.191224,44.462365,40.188578,44.461832,40.185875,44.461495
14,3.134,6.27,5.668,90.43,46,"LINESTRING (44.48179 40.18225, 44.48074 40.18323, 44.48053 40.18359, 44.48036 40.18397, 44.48023 40.18429, 44.47996 40.18519, 44.47939 40.18714, 44.47937 40.18723, 44.47921 40.18764, 44.47912 40.18778, 44.47902 40.18791, 44.47891 40.18802, 44.47876 40.18815, 44.47867 40.18821, 44.47857 40.18827, 44.47835 40.18835, 44.47819 40.1884, 44.47803 40.18842, 44.47791 40.18843, 44.47776 40.18844, 44.47759 40.18844, 44.47745 40.18844, 44.47736 40.18845, 44.47724 40.18846, 44.47716 40.18848, 44.47706 40.18851, 44.47699 40.18854, 44.4769 40.1886, 44.47681 40.18869, 44.47675 40.18875, 44.47594 40.18955, 44.47585 40.18965, 44.47573 40.18976, 44.47568 40.18981, 44.47487 40.19059, 44.47435 40.19107, 44.47416 40.19126, 44.47399 40.19141, 44.4739 40.19148, 44.4738 40.19151, 44.4737 40.19153, 44.4736 40.19153, 44.47336 40.19152, 44.47285 40.19148, 44.47026 40.19131, 44.4692 40.19122, 44.46888 40.1912, 44.46844 40.19116, 44.46835 40.19116, 44.46819 40.19114, 44.46768 40.19111, 44.46765 40.1911, 44.46689 40.19105, 44.46599 40.19097, 44.46593 40.19097, 44.46505 40.19091, 44.46441 40.19086, 44.46413 40.19084, 44.4638 40.19082, 44.46283 40.19075, 44.46241 40.19069, 44.46234 40.19067, 44.46229 40.19064, 44.46223 40.1906, 44.46215 40.19053, 44.46211 40.19047, 44.46207 40.1904, 44.462 40.19025, 44.46198 40.19018, 44.46191 40.18947, 44.46186 40.1889, 44.46183 40.18856, 44.46181 40.18825, 44.46178 40.18792, 44.46176 40.18762, 44.46172 40.18729, 44.46171 40.18718, 44.46165 40.18645, 44.46164 40.18638, 44.46161 40.18625, 44.46152 40.18596, 44.46143 40.18568, 44.46139 40.18555, 44.46137 40.18549, 44.46116 40.18487, 44.46077 40.18368, 44.46066 40.18336, 44.46062 40.18324)",40.182248,44.481793,40.183237,44.460624,40.184699,44.480103,40.18745,44.479282,40.188969,44.476528,40.191182,44.474242,40.191341,44.470757,40.191063,44.467094,40.190791,44.463429,40.188783,44.461848,40.185975,44.461525
15,3.141,6.28,5.674,90.33,28,"LINESTRING (44.47752 40.15525, 44.47738 40.15529, 44.47545 40.15584, 44.47506 40.15595, 44.47323 40.15647, 44.47202 40.15683, 44.4716 40.15696, 44.47044 40.1573, 44.46998 40.1575, 44.4696 40.15773, 44.46931 40.15792, 44.469 40.15817, 44.46883 40.15832, 44.46848 40.15878, 44.46813 40.15939, 44.46778 40.16011, 44.46728 40.16115, 44.4672 40.16132, 44.46715 40.16142, 44.46706 40.16161, 44.46688 40.16201, 44.46655 40.16256, 44.46619 40.16298, 44.46594 40.16323, 44.46562 40.16348, 44.46526 40.16373, 44.46505 40.16385, 44.4648 40.16399, 44.46431 40.1642, 44.46423 40.16423, 44.46409 40.16428, 44.46375 40.16438, 44.46352 40.16445, 44.46346 40.16446, 44.4632 40.16454, 44.46276 40.16467, 44.46255 40.16472, 44.46135 40.16507, 44.46073 40.16525, 44.46046 40.16533, 44.46038 40.16536, 44.45981 40.16557, 44.45957 40.16567, 44.45903 40.16592, 44.45857 40.16617, 44.45811 40.16645, 44.4576 40.16682, 44.45722 40.16712, 44.45681 40.16748, 44.45664 40.16766, 44.45654 40.1678, 44.45642 40.16797, 44.4563 40.1682, 44.4562 40.16842, 44.45612 40.16871, 44.45609 40.169, 44.45609 40.16931, 44.45611 40.16951, 44.45617 40.16969, 44.45631 40.17011, 44.45644 40.17048, 44.45661 40.17094, 44.457 40.17206, 44.45701 40.17208, 44.45703 40.17216, 44.45708 40.17231, 44.45712 40.17243, 44.45716 40.17254, 44.45734 40.1731, 44.45738 40.17322, 44.45747 40.17348, 44.45754 40.17368, 44.45755 40.17373, 44.45762 40.17393, 44.45776 40.17434)",40.155249,44.477522,40.174337,44.457755,40.156236,44.474066,40.157246,44.470621,40.159268,44.468194,40.161922,44.466918,40.164064,44.464624,40.165114,44.461204,40.166511,44.458025,40.168841,44.456103,40.171597,44.456836
16,4.124,8.25,6.5,78.81,84,"LINESTRING (44.48298 40.12867, 44.48275 40.12886, 44.48267 40.12892, 44.48265 40.12894, 44.48262 40.12898, 44.48256 40.12904, 44.48251 40.12913, 44.48252 40.12922, 44.48249 40.12933, 44.48242 40.12947, 44.48225 40.12962, 44.482 40.12985, 44.48195 40.12989, 44.48192 40.12999, 44.4819 40.13009, 44.48191 40.13017, 44.48193 40.13023, 44.48195 40.13027, 44.48199 40.13033, 44.48203 40.13037, 44.48207 40.13041, 44.48221 40.1305, 44.48243 40.13064, 44.48286 40.13091, 44.48303 40.13102, 44.48318 40.13111, 44.48342 40.13126, 44.48358 40.13136, 44.48395 40.13159, 44.48468 40.13205, 44.48485 40.13216, 44.48504 40.13227, 44.48634 40.13308, 44.48645 40.13315, 44.48656 40.13322, 44.48872 40.13459, 44.48888 40.13468, 44.489 40.13481, 44.48912 40.13497, 44.48938 40.13537, 44.48983 40.13607, 44.49003 40.13639, 44.49009 40.13647, 44.49049 40.13712, 44.49051 40.13714, 44.49076 40.13753, 44.49085 40.13768, 44.49093 40.13781, 44.49105 40.138, 44.49126 40.13835, 44.49136 40.1385, 44.49162 40.13885, 44.49183 40.13904, 44.49194 40.13912, 44.49224 40.13935, 44.49255 40.1396, 44.49291 40.13988, 44.49298 40.13994, 44.49354 40.1404, 44.49373 40.14056, 44.49402 40.1408, 44.49466 40.14132, 44.49485 40.14148, 44.49495 40.14156, 44.49501 40.14161, 44.49508 40.14167, 44.49515 40.14171, 44.49521 40.14174, 44.4953 40.14178, 44.49521 40.14181, 44.49514 40.14184, 44.49508 40.14189, 44.49504 40.14195, 44.49503 40.142, 44.49503 40.14205, 44.49499 40.1422, 44.49498 40.14222, 44.49496 40.14226, 44.49492 40.14229, 44.49486 40.14237, 44.49479 40.14242, 44.49377 40.14318, 44.49282 40.1439, 44.49277 40.14393, 44.49268 40.144, 44.49255 40.14409, 44.4925 40.14414, 44.49127 40.14506, 44.4905 40.14564, 44.49011 40.14593, 44.48998 40.14603, 44.48991 40.14608, 44.48783 40.14766, 44.4878 40.14769, 44.48766 40.14779, 44.48602 40.14905, 44.48595 40.1491, 44.48586 40.14917, 44.48538 40.14953, 44.48493 40.14986, 44.48453 40.15016, 44.48403 40.15054, 44.48396 40.15056, 44.48381 40.1506, 44.48373 40.15058, 44.48359 40.15056, 44.48342 40.15058, 44.48331 40.15062, 44.48325 40.15065, 44.48319 40.15069, 44.48286 40.15095, 44.48268 40.15109, 44.48252 40.15121, 44.48248 40.15129, 44.48246 40.15136, 44.48245 40.15143, 44.48245 40.15149, 44.48246 40.15153, 44.48247 40.15155, 44.48249 40.15158, 44.48245 40.15166, 44.48238 40.15176, 44.48232 40.15182, 44.48156 40.15239, 44.48149 40.15244, 44.48087 40.15294, 44.48077 40.15301, 44.48065 40.1531, 44.48073 40.15317, 44.48066 40.15322, 44.48056 40.15332, 44.48002 40.15369, 44.47977 40.15387, 44.47955 40.15404, 44.4791 40.15439, 44.47904 40.15443, 44.47896 40.1545, 44.47889 40.15455, 44.47845 40.15485, 44.47833 40.15493, 44.478 40.15509, 44.47752 40.15525)",40.128672,44.482984,40.155249,44.477522,40.131465,44.483746,40.133815,44.487496,40.136766,44.490273,40.13985,44.492873,40.142584,44.494566,40.145182,44.491105,40.147793,44.487659,40.150402,44.484212,40.152835,44.480997
17,3.359,6.72,5.867,87.34,62,"LINESTRING (44.50478 40.16325, 44.50451 40.16326, 44.50442 40.16326, 44.50423 40.16328, 44.50417 40.1631, 44.50396 40.16248, 44.50351 40.16103, 44.50332 40.16043, 44.50328 40.16028, 44.50319 40.15998, 44.50299 40.15935, 44.50287 40.159, 44.50281 40.15886, 44.50248 40.15819, 44.50236 40.15796, 44.50231 40.15787, 44.5023 40.15784, 44.5021 40.15748, 44.50196 40.15722, 44.50187 40.15705, 44.50174 40.15683, 44.50161 40.1566, 44.5016 40.15658, 44.50156 40.15649, 44.50148 40.15635, 44.50119 40.15582, 44.50092 40.15546, 44.50039 40.15476, 44.49986 40.15406, 44.49963 40.15374, 44.49935 40.15337, 44.49892 40.1528, 44.49866 40.15246, 44.49855 40.15228, 44.49849 40.15218, 44.49831 40.15221, 44.4981 40.15221, 44.49776 40.1522, 44.49754 40.15219, 44.49633 40.15207, 44.49623 40.15206, 44.4951 40.15196, 44.49427 40.1519, 44.49391 40.15187, 44.49375 40.15185, 44.49308 40.15179, 44.49296 40.15178, 44.4927 40.15176, 44.49121 40.15163, 44.49104 40.15162, 44.49067 40.15158, 44.48964 40.1515, 44.48935 40.15147, 44.48896 40.15144, 44.48791 40.15135, 44.48779 40.15133, 44.48628 40.15121, 44.48573 40.15116, 44.48433 40.15105, 44.48423 40.15105, 44.48416 40.15106, 44.48405 40.1511, 44.48402 40.15115, 44.48398 40.15119, 44.48392 40.15125, 44.48391 40.15126, 44.48372 40.15139, 44.48325 40.15173, 44.48312 40.15179, 44.48302 40.1518, 44.48289 40.1518, 44.48286 40.1518, 44.48273 40.15176, 44.48258 40.15179, 44.48244 40.15185, 44.48165 40.15245, 44.48158 40.15251, 44.48081 40.1531, 44.48073 40.15317, 44.48066 40.15322, 44.48056 40.15332, 44.48002 40.15369, 44.47977 40.15387, 44.47955 40.15404, 44.4791 40.15439, 44.47904 40.15443, 44.47896 40.1545, 44.47889 40.15455, 44.47845 40.15485, 44.47833 40.15493, 44.478 40.15509, 44.47752 40.15525)",40.163252,44.504776,40.155249,44.477522,40.160749,44.503423,40.157854,44.502304,40.15511,44.500653,40.152489,44.498683,40.151952,44.495012,40.15162,44.491092,40.151282,44.487173,40.151541,44.483516,40.153332,44.480534
18,3.064,6.13,5.604,91.46,53,"LINESTRING (44.46152 40.20521, 44.4615 40.205, 44.4615 40.20494, 44.4615 40.20473, 44.4615 40.20446, 44.46156 40.20385, 44.46159 40.2036, 44.4616 40.20348, 44.46162 40.20329, 44.46165 40.20308, 44.46171 40.20261, 44.46175 40.2023, 44.46181 40.20182, 44.46184 40.20163, 44.46186 40.20145, 44.4619 40.2012, 44.46192 40.20104, 44.46196 40.20071, 44.46199 40.20052, 44.462 40.20041, 44.46201 40.20036, 44.46203 40.20024, 44.46205 40.20008, 44.4621 40.19964, 44.46215 40.19924, 44.46218 40.19892, 44.4622 40.19878, 44.4622 40.19872, 44.46234 40.19771, 44.46237 40.19754, 44.46239 40.19737, 44.46245 40.19694, 44.46247 40.19678, 44.46257 40.19608, 44.46266 40.19519, 44.46268 40.19493, 44.46269 40.1946, 44.46268 40.19439, 44.46264 40.19384, 44.46257 40.19319, 44.46255 40.19302, 44.46253 40.19273, 44.46252 40.19266, 44.46247 40.19221, 44.46242 40.19177, 44.46236 40.19116, 44.46233 40.19087, 44.46229 40.19064, 44.46231 40.19056, 44.46246 40.19059, 44.46254 40.1906, 44.46283 40.19064, 44.46286 40.19064, 44.4629 40.19064, 44.46321 40.19067, 44.46376 40.19071, 44.46427 40.19074, 44.46443 40.19076, 44.46487 40.19079, 44.46542 40.19083, 44.46602 40.19087, 44.46625 40.19089, 44.46695 40.19094, 44.46784 40.191, 44.46812 40.19102, 44.46821 40.19103, 44.46836 40.19104, 44.46853 40.19105, 44.4689 40.19108, 44.46923 40.19111, 44.46964 40.19113, 44.46984 40.19115, 44.46998 40.19116, 44.47067 40.19121, 44.47098 40.19123, 44.47136 40.19126, 44.47305 40.19138, 44.47331 40.1914, 44.47336 40.1914, 44.47348 40.19141, 44.4736 40.19141, 44.4737 40.19141, 44.47378 40.19139, 44.47387 40.19136, 44.47391 40.19133, 44.47397 40.19128, 44.47475 40.19051, 44.47518 40.1901, 44.47552 40.18978, 44.47562 40.18968, 44.47563 40.18967, 44.47586 40.18944, 44.47604 40.18927, 44.47681 40.18854, 44.47694 40.18845, 44.47709 40.18841, 44.47723 40.18839)",40.205214,44.461518,40.188389,44.477228,40.202462,44.461726,40.199716,44.462092,40.196969,44.462447,40.194218,44.462667,40.191466,44.462391,40.190775,44.464707,40.191037,44.46829,40.191295,44.471873,40.190411,44.474857
